Disease,description,workout,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Diet_1,Diet_2,Diet_3,Diet_4,Medication_1,Medication_2,Medication_3,Medication_4,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, dehydration, diarrhoea,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, diarrhoea,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, dehydration,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, dehydration, diarrhoea,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, sunken_eyes, dehydration, diarrhoea,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, dehydration, diarrhoea,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, diarrhoea,,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, cough, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, cough, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, headache, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, headache, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, headache, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated, vomiting, fatigue, weight_loss, high_fever,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, fatigue, weight_loss, high_fever,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, weight_loss, high_fever,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, high_fever,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, vomiting, high_fever, sweating, headache,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, high_fever, sweating, headache,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, sweating, headache,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, headache,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated, skin_rash, fatigue, lethargy, high_fever,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, fatigue, lethargy, high_fever,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, lethargy, high_fever,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, high_fever,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,Stay hydrated, skin_rash, chills, joint_pain, vomiting,Dengue Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antibiotics,Antipyretics,Analgesics,IV fluids,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
